rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_acts,st_actserr,st_actslim,st_actr,st_actrerr,st_actrlim,st_actlx,st_actlxerr,st_actlxlim,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_vj,st_vjerr,st_vjlim,st_bj,st_bjerr,st_bjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn
3553,Kepler-93,b,Kepler-93 b,Transit,0,2,4.72674000,0.00000100,-0.00000100,0,,,,0,0.000000,,,0,89.180,0.040,-0.040,0,0.01000,0.00000,0.00000,0,Mass,0.140,0.010,-0.010,0,,,,0,0,1,0,1,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,96.18,0.22,-0.22,0,96.18,0.22,-0.22,0,9.931,,0,Kepler-band,9.862,,0,5669.00,75.00,-75.00,0,1.09,0.14,-0.14,0,0.98,0.04,-0.04,0,2018-04-26,1,1,0,0,0,0,,,,,,,0,,,,0,1.600,0.300,-0.300,0,,,,0,,,,0,0.01000,0.00000,0.00000,0,,,,0,3.17830,0.00000,0.00000,0,,,,0,3.17830,0.00000,0.00000,0,1.569,0.112,-0.112,0,0.014,0.001,-0.001,0,0.022000,0.000200,-0.000200,0,,,,0,,,,0,,,,,0,,,,0,12.500000,0.010000,-0.010000,0,,,,0,Stassun et al. 2017,2014, Marcy et al. 2014 ,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,84,18,http://exoplanet.eu/catalog/kepler-93_b/,,2014-02,,,19.42788542,71.203824,10.458363,304.278550,59.588651,10.40,0.02,-0.02,0,10.40,0.02,-0.02,0,-29.700,,0,-5.000,,0,30.100,,0,-28.700,0.000,0,-5.600,0.000,0,29.300,0.000,0,27.63,0.45,-0.45,0,,,,,4.47,0.03,-0.03,0,,,,0,1.6500,0.0100,-0.0100,0,-0.180,,,0,[Fe/H],,,,0,0.5000,,,0,,,,,,,,,,,2,0,0,2,0,3,0,,,,,,,,,,,,,,,,8.771,0.019,0,8.446,0.017,0,8.370,0.019,0,8.338,0.023,0,8.370,0.021,0,8.334,0.021,0,8.027,0.173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.325,0.025,0,0.076,0.025,0,0.401,0.027,0,,,,,,,,,,5
3561,Kepler-936,b,Kepler-936 b,Transit,0,1,10.56134221,0.00004545,-0.00004545,0,,,,,,,,,,,,,,,,,,0.129,0.018,-0.009,0,,,,,0,1,0,1,19h34m18.66s,293.577759,+46d44m10.8s,46.736347,687.00,87.73,-47.53,0,,,,,14.581,,0,Kepler-band,14.789,,0,5482.00,99.27,-127.57,0,0.92,0.04,-0.05,0,0.89,0.11,-0.06,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.450,0.200,-0.100,0,0.013,0.002,-0.001,0,,,,,0.1149600,0.0051300,-0.0051300,0,2454966.764170,0.003540,-0.003540,0,JD,,,,,,,,,,,,,0.01499,0.00078,-0.00035,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,22,10,http://exoplanet.eu/catalog/kepler-936_b/,,,,,19.57185060,79.294554,12.627530,313.722429,66.632229,,,,0,,,,,-0.200,0.700,0,-3.100,0.700,0,3.100,0.700,0,-0.200,0.700,0,-3.100,0.700,0,3.100,0.700,0,,,,,,,,,4.51,0.04,-0.11,0,,,,,,,,,0.050,0.137,-0.158,0,[Fe/H],4.570,5.830,-2.900,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.279,0.022,0,12.887,0.022,0,12.817,0.027,0,12.709,0.023,0,12.773,0.024,0,12.906,0.443,0,9.684,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.392,0.031,0,0.070,0.035,0,0.462,0.035,0,,,,,,,,,,5
3569,Kepler-941,b,Kepler-941 b,Transit,0,1,17.42395198,0.00008300,-0.00008300,0,,,,,,,,,,,,,,,,,,0.275,0.031,-0.054,0,,,,,0,1,0,1,19h37m18.33s,294.326356,+47d13m03.4s,47.217613,1105.00,129.33,-106.83,0,1122.42,40.43,-40.43,0,15.601,,0,Kepler-band,15.572,,0,5539.00,154.02,-104.04,0,0.89,0.06,-0.07,0,0.86,0.10,-0.08,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.080,0.350,-0.610,0,0.028,0.003,-0.006,0,,,,,0.2030400,0.0077100,-0.0077100,0,2454981.826450,0.004540,-0.004540,0,JD,,,,,,,,,,,,,0.03294,0.00063,-0.00582,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,11,http://exoplanet.eu/catalog/kepler-941_b/,,,,,19.62175707,79.969355,12.385692,315.401727,66.862448,,,,0,0.89,0.03,-0.03,0,-10.300,0.100,0,-5.100,0.100,0,11.500,0.100,0,-10.300,0.100,0,-5.100,0.100,0,11.500,0.100,0,,,,,,,,,4.53,0.05,-0.09,0,,,,,,,,,-0.150,0.177,-0.221,0,[Fe/H],4.070,5.000,-2.440,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.389,0.025,0,13.981,0.032,0,13.864,0.048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,0.408,0.041,0,0.117,0.058,0,0.525,0.054,0,,,,,,,,,,5
3577,Kepler-949,b,Kepler-949 b,Transit,0,1,8.68930730,0.00000963,-0.00000963,0,,,,,,,,,,,,,,,,,,0.260,0.032,-0.021,0,,,,,0,1,0,1,19h54m25.89s,298.607876,+46d27m13.3s,46.453682,572.00,74.23,-50.82,0,492.95,5.50,-5.50,0,14.548,,0,Kepler-band,14.508,,0,5403.00,200.90,-208.02,0,0.89,0.06,-0.05,0,0.86,0.10,-0.07,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.910,0.360,-0.230,0,0.027,0.003,-0.002,0,,,,,0.1079710,0.0012620,-0.0012620,0,2454966.661087,0.000863,-0.000863,0,JD,,,,,,,,,,,,,0.03096,0.00064,-0.00051,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-949_b/,,,,,19.90719173,80.695502,9.444355,321.054469,64.903664,,,,0,2.03,0.02,-0.02,0,9.600,0.000,0,-5.000,0.000,0,10.800,0.000,0,9.600,0.000,0,-5.000,0.000,0,10.800,0.000,0,,,,,,,,,4.53,0.05,-0.10,0,,,,,,,,,0.010,0.144,-0.161,0,[Fe/H],4.570,5.830,-2.870,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.063,0.029,0,12.627,0.035,0,12.519,0.024,0,12.443,0.023,0,12.538,0.023,0,11.999,0.170,0,8.955,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.436,0.045,0,0.108,0.042,0,0.544,0.038,0,,,,,,,,,,5
3585,Kepler-955,b,Kepler-955 b,Transit,0,1,14.53244172,0.00001662,-0.00001662,0,,,,,,,,,,,,,,,,,,0.279,0.024,-0.015,0,,,,,0,1,0,1,19h13m53.15s,288.471458,+40d16m11.3s,40.269795,637.00,53.09,-35.66,0,559.19,6.88,-6.88,0,14.625,,0,Kepler-band,14.627,,0,5350.00,73.41,-89.94,0,0.89,0.04,-0.04,0,0.84,0.07,-0.04,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.130,0.270,-0.170,0,0.029,0.002,-0.002,0,,,,,0.1322170,0.0017170,-0.0017170,0,2454973.724798,0.000974,-0.000974,0,JD,,,,,,,,,,,,,0.03402,0.00094,-0.00049,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-955_b/,,,,,19.23143055,71.675279,13.199187,300.717478,61.753597,,,,0,1.79,0.02,-0.02,0,2.200,,0,1.900,,0,2.900,,0,6.000,0.000,0,5.100,0.000,0,7.900,0.000,0,,,,,,,,,4.54,0.04,-0.08,0,,,,,,,,,0.020,0.149,-0.163,0,[Fe/H],4.370,6.250,-2.690,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.269,0.021,0,12.854,0.021,0,12.807,0.027,0,12.709,0.023,0,12.779,0.025,0,12.311,,-1,9.496,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.415,0.030,0,0.047,0.034,0,0.462,0.034,0,,,,,,,,,,5
3593,Kepler-962,b,Kepler-962 b,Transit,0,1,12.05707239,0.00001586,-0.00001586,0,,,,,,,,,,,,,,,,,,0.176,0.007,-0.007,0,,,,,0,1,0,1,19h41m15.15s,295.313145,+46d14m15.0s,46.237488,439.00,13.78,-14.89,0,416.43,2.34,-2.34,0,13.576,,0,Kepler-band,13.558,,0,5478.00,72.81,-55.18,0,0.93,0.03,-0.03,0,0.86,0.02,-0.03,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.970,0.080,-0.080,0,0.018,0.001,-0.001,0,,,,,0.0941580,0.0019790,-0.0019790,0,2454968.414710,0.001000,-0.001000,0,JD,,,,,,,,,,,,,0.02092,0.00063,-0.00057,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-962_b/,,,,,19.68754300,79.393907,11.336413,315.920176,65.689997,,,,0,2.40,0.01,-0.01,0,6.400,0.000,0,1.600,0.000,0,6.600,0.000,0,6.400,0.000,0,1.600,0.000,0,6.600,0.000,0,,,,,,,,,4.54,0.02,-0.02,0,,,,,,,,,0.010,0.100,-0.103,0,[Fe/H],2.400,1.920,-0.990,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.331,0.024,0,11.962,0.019,0,11.904,0.019,0,11.846,0.023,0,11.900,0.021,0,12.051,0.193,0,9.698,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.369,0.031,0,0.058,0.027,0,0.427,0.031,0,,,,,,,,,,5
3601,Kepler-968,c,Kepler-968 c,Transit,0,2,5.70940492,0.00000954,-0.00000954,0,,,,,,,,,,,,,,,,,,0.151,0.007,-0.006,0,,,,,0,1,0,1,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,312.00,11.30,-12.89,0,292.78,1.46,-1.46,0,14.265,,0,Kepler-band,14.250,,0,4598.00,37.07,-38.88,0,0.76,0.03,-0.04,0,0.70,0.02,-0.03,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.690,0.080,-0.070,0,0.015,0.001,-0.001,0,,,,,0.0657040,0.0019830,-0.0019830,0,2454970.122100,0.001340,-0.001340,0,JD,,,,,,,,,,,,,0.02247,0.00085,-0.00053,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-968_c/,,,,,19.04016853,80.343570,18.818056,303.410886,71.745386,,,,0,3.42,0.02,-0.02,0,-4.800,0.000,0,2.000,0.000,0,5.200,0.000,0,-4.800,0.000,0,2.000,0.000,0,5.200,0.000,0,,,,,,,,,4.63,0.01,-0.02,0,,,,,,,,,0.130,0.133,-0.211,0,[Fe/H],2.140,4.200,-0.786,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.518,0.023,0,11.971,0.028,0,11.831,0.025,0,11.763,0.023,0,11.815,0.021,0,11.925,0.169,0,8.978,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.547,0.036,0,0.140,0.038,0,0.687,0.034,0,,,,,,,,,,5
3609,Kepler-973,b,Kepler-973 b,Transit,0,1,49.60773310,0.00012080,-0.00012080,0,,,,,,,,,,,,,,,,,,0.175,0.007,-0.006,0,,,,,0,1,0,1,19h20m39.66s,290.165258,+49d55m25.9s,49.923862,297.00,8.54,-9.32,0,331.57,4.71,-4.71,0,13.218,,0,Kepler-band,13.234,,0,5213.00,65.87,-62.75,0,0.86,0.03,-0.03,0,0.78,0.02,-0.02,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.960,0.080,-0.070,0,0.018,0.001,-0.001,0,,,,,0.1184330,0.0028790,-0.0028790,0,2454971.414150,0.001910,-0.001910,0,JD,,,,,,,,,,,,,0.02276,0.00078,-0.00053,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,30,11,http://exoplanet.eu/catalog/kepler-973_b/,,,,,19.34435053,81.295975,16.024771,311.586105,70.465590,,,,0,3.02,0.04,-0.04,0,5.400,0.100,0,-15.100,0.100,0,16.100,0.100,0,5.400,0.100,0,-15.100,0.100,0,16.100,0.100,0,-22.84,3.15,-3.15,0,,,,,4.58,0.01,-0.01,0,,,,,,,,,-0.060,0.113,-0.096,0,[Fe/H],2.290,1.640,-0.852,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,11.845,0.029,0,11.430,0.032,0,11.303,0.020,0,11.241,0.023,0,11.277,0.020,0,11.099,0.080,0,9.557,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.415,0.043,0,0.127,0.038,0,0.542,0.035,0,,,,,,,,,,5
3617,Kepler-980,b,Kepler-980 b,Transit,0,1,11.55102504,0.00002754,-0.00002754,0,,,,,,,,,,,,,,,,,,0.238,0.021,-0.040,0,,,,,0,1,0,1,19h38m27.12s,294.613008,+45d03m36.6s,45.060169,804.00,63.77,-51.43,0,988.67,17.49,-17.49,0,14.138,,0,Kepler-band,14.112,,0,5935.00,98.90,-92.58,0,1.05,0.05,-0.04,0,1.06,0.09,-0.07,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.670,0.230,-0.450,0,0.024,0.002,-0.004,0,,,,,0.1547500,0.0047500,-0.0047500,0,2454967.908610,0.001790,-0.001790,0,JD,,,,,,,,,,,,,0.02253,0.00074,-0.00364,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-980_b/,,,,,19.64086720,78.098517,11.227826,313.721110,64.807817,,,,0,1.01,0.02,-0.02,0,-2.800,0.000,0,0.500,0.000,0,2.900,0.000,0,-2.800,0.000,0,0.500,0.000,0,2.900,0.000,0,,,,,,,,,4.41,0.05,-0.06,0,,,,,,,,,0.010,0.092,-0.089,0,[Fe/H],3.550,1.920,-1.680,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.022,0.023,0,12.714,0.021,0,12.665,0.024,0,12.628,0.024,0,12.649,0.025,0,13.026,0.479,0,9.658,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.308,0.031,0,0.049,0.032,0,0.357,0.033,0,,,,,,,,,,5
3625,Kepler-988,b,Kepler-988 b,Transit,0,1,17.76080053,0.00002728,-0.00002728,0,,,,,,,,,,,,,,,,,,0.185,0.042,-0.014,0,,,,,0,1,0,1,19h22m50.01s,290.708386,+42d14m14.1s,42.237251,248.00,14.06,-13.39,0,307.57,2.68,-2.68,0,15.220,,0,Kepler-band,15.213,,0,4005.00,43.58,-41.86,0,0.55,0.02,-0.02,0,0.53,0.02,-0.02,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.070,0.470,-0.160,0,0.019,0.004,-0.001,0,,,,,0.0702500,0.0018000,-0.0018000,0,2454970.506280,0.001280,-0.001280,0,JD,,,,,,,,,,,,,0.03554,0.00803,-0.00249,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,30,11,http://exoplanet.eu/catalog/kepler-988_b/,,,,,19.38055907,74.232712,12.505428,305.428743,63.151985,,,,0,3.25,0.03,-0.03,0,-18.000,0.000,0,-5.700,0.000,0,18.900,0.000,0,-18.000,0.000,0,-5.700,0.000,0,18.900,0.000,0,,,,,,,,,4.73,0.02,-0.02,0,,,,,,,,,-0.320,0.103,-0.095,0,[Fe/H],3.160,4.320,-1.620,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.138,0.021,0,12.450,0.018,0,12.290,0.015,0,12.219,0.023,0,12.234,0.022,0,12.213,0.269,0,9.358,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.688,0.028,0,0.160,0.023,0,0.848,0.026,0,,,,,,,,,,5
3633,Kepler-994,b,Kepler-994 b,Transit,0,1,1.15116651,0.00000057,-0.00000057,0,,,,,,,,,,,,,,,,,,0.143,0.006,-0.024,0,,,,,0,1,0,1,19h16m17.33s,289.072225,+47d24m25.5s,47.407070,170.00,9.38,-9.36,0,189.19,0.73,-0.73,0,14.440,,0,Kepler-band,14.465,,0,3934.00,38.91,-35.14,0,0.56,0.03,-0.03,0,0.54,0.02,-0.02,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.600,0.070,-0.270,0,0.015,0.001,-0.002,0,,,,,0.0495040,0.0010250,-0.0010250,0,2454966.231885,0.000406,-0.000406,0,JD,,,,,,,,,,,,,0.02703,0.00050,-0.00439,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-994_b/,,,,,19.27148167,78.595925,15.694224,306.948768,68.413711,,,,0,5.29,0.02,-0.02,0,-18.000,0.000,0,-31.700,0.000,0,36.500,0.000,0,-18.000,0.000,0,-31.700,0.000,0,36.500,0.000,0,,,,,,,,,4.72,0.02,-0.02,0,,,,,,,,,-0.130,0.098,-0.098,0,[Fe/H],3.240,4.300,-1.640,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.264,0.022,0,11.611,0.018,0,11.453,0.012,0,11.359,0.022,0,11.356,0.020,0,11.288,0.108,0,9.490,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.653,0.028,0,0.158,0.022,0,0.811,0.025,0,,,,,,,,,,5
3641,L 98-59,d,L 98-59 d,Transit,0,3,7.45086000,0.00004000,-0.00005000,0,0.052000,0.004000,-0.004000,0,0.200000,0.320000,-0.160000,0,88.500,0.200,-0.500,0,0.01070,0.00850,-0.00440,0,Mass,0.140,0.012,-0.012,0,,,,0,0,0,0,0,08h18m07.62s,124.531750,-68d18m46.80s,-68.313000,10.62,0.00,0.00,0,10.62,0.00,0.00,0,,,,,10.598,,0,3367.00,150.00,-150.00,0,0.31,0.01,-0.01,0,0.31,0.01,-0.01,0,2019-06-13,1,0,0,0,0,0,4.89000e+00,3.770000e-01,-3.770000e-01,,,,0,40.1000,91.7000,-149.0000,0,,,,0,,,,0,4.85,1.08,-0.89,0,0.01070,0.00850,-0.00440,0,,,,0,3.40000,2.70000,-1.40000,0,,,,0,3.40000,2.70000,-1.40000,0,1.570,0.140,-0.140,0,0.014,0.001,-0.001,0,,,,0,0.0379167,0.0320833,-0.0070833,0,2458362.737500,0.000700,-0.000800,0,BJD,0.8900,0.0400,-0.1400,0,,,,0,37.400000,1.100000,-1.200000,0,0.04620,0.00300,-0.00360,0,Kostov et al. 2019,2019,Kostov et al. 2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3,0,21,8,http://exoplanet.eu/catalog/l_98-59_d/,,2019-05,,,8.30211667,281.815563,-17.592800,203.322827,-76.813832,,,,,94.14,0.03,-0.03,0,94.767,0.054,0,-340.470,0.052,0,353.412,0.052,0,94.767,0.054,0,-340.470,0.052,0,353.412,0.052,0,-5.80,0.10,-0.10,0,6.30,M3 V,,0,,,,0,-1.947,0.022,-0.024,0,15.8000,2.6000,-2.7000,0,-0.500,0.500,-0.500,0,[Fe/H],1.000,,,0,0.0000,1.9000,-1.9000,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,7.933,0.021,0,7.359,0.047,0,7.101,0.011,0,6.935,0.062,0,6.767,0.021,0,6.703,0.016,0,6.578,0.047,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,0.574,0.051,0,0.258,0.048,0,0.832,0.024,0,,,,,,,,,,3
