rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_acts,st_actserr,st_actslim,st_actr,st_actrerr,st_actrlim,st_actlx,st_actlxerr,st_actlxlim,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_vj,st_vjerr,st_vjlim,st_bj,st_bjerr,st_bjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn
3457,Kepler-85,c,Kepler-85 c,Transit,0,4,12.51300000,,,0,,,,,,,,,,,,,,,,,,0.194,0.009,-0.009,0,,,,,1,1,0,1,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,782.09,13.95,-13.95,0,782.09,13.95,-13.95,0,14.779,,0,Kepler-band,14.766,,0,5436.00,100.00,-100.00,0,,,,,0.89,0.13,-0.13,0,2014-05-14,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.180,0.100,-0.100,0,0.020,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Xie 2013 ,2012, Xie 2013 ,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,44,15,http://exoplanet.eu/catalog/kepler-85_c/,http://exoplanets.org/detail/Kepler-85_c,2013-10,,,19.39822860,77.152381,13.632203,308.199224,65.970836,1.28,0.02,-0.02,0,1.28,0.02,-0.02,0,0.000,0.000,0,-6.100,0.100,0,6.100,0.100,0,0.000,0.000,0,-6.100,0.100,0,6.100,0.100,0,,,,,,,,,4.49,0.15,-0.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.552,0.022,0,13.192,0.024,0,13.083,0.023,0,13.082,0.024,0,13.137,0.025,0,12.353,,-1,9.221,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.360,0.033,0,0.109,0.033,0,0.469,0.032,0,,,,,,,,,,5
3465,Kepler-855,b,Kepler-855 b,Transit,0,1,7.88663110,0.00000247,-0.00000247,0,,,,,,,,,,,,,,,,,,0.745,0.152,-0.072,0,,,,,0,1,0,1,19h40m22.80s,295.094990,+43d32m15.3s,43.537586,1043.00,211.48,-107.47,0,1573.15,61.21,-61.21,0,15.014,,0,Kepler-band,15.019,,0,5835.00,99.82,-156.07,0,1.03,0.07,-0.07,0,1.03,0.21,-0.10,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.350,1.700,-0.810,0,0.077,0.016,-0.007,0,,,,,0.2174608,0.0002988,-0.0002988,0,2455193.514349,0.000219,-0.000219,0,JD,,,,,,,,,,,,,0.07448,0.00014,-0.00008,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,30,11,http://exoplanet.eu/catalog/kepler-855_b/,,,,,19.67299933,76.888211,10.216327,313.120207,63.268958,,,,0,0.64,0.02,-0.02,0,-4.300,0.000,0,-1.200,0.100,0,4.400,0.000,0,-4.300,0.000,0,-1.200,0.100,0,4.400,0.000,0,,,,,,,,,4.42,0.07,-0.15,0,,,,,,,,,0.060,0.146,-0.158,0,[Fe/H],4.170,2.830,-2.360,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.737,0.022,0,13.403,0.020,0,13.338,0.031,0,13.250,0.025,0,13.285,0.028,0,12.735,0.368,0,9.103,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.334,0.030,0,0.065,0.037,0,0.399,0.038,0,,,,,,,,,,5
3473,Kepler-863,b,Kepler-863 b,Transit,0,1,15.59461874,0.00004285,-0.00004285,0,,,,,,,,,,,,,,,,,,0.259,0.061,-0.029,0,,,,,0,1,0,1,19h50m39.49s,297.664523,+43d14m56.3s,43.248962,1145.00,288.52,-130.49,0,1562.95,82.04,-82.04,0,15.430,,0,Kepler-band,15.446,,0,5678.00,317.91,-195.62,0,0.96,0.11,-0.07,0,0.95,0.22,-0.10,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.900,0.680,-0.320,0,0.027,0.006,-0.003,0,,,,,0.2119670,0.0029290,-0.0029290,0,2454970.565470,0.002230,-0.002230,0,JD,,,,,,,,,,,,,0.02832,0.00010,-0.00101,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,31,12,http://exoplanet.eu/catalog/kepler-863_b/,,,,,19.84430153,77.541184,8.440329,316.641844,62.281466,,,,0,0.64,0.03,-0.03,0,-2.100,0.100,0,0.000,0.100,0,2.100,0.100,0,-2.100,0.100,0,0.000,0.100,0,2.100,0.100,0,,,,,,,,,4.46,0.08,-0.14,0,,,,,,,,,-0.030,0.143,-0.187,0,[Fe/H],3.800,4.650,-2.130,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,14.206,0.028,0,13.829,0.033,0,13.706,0.044,0,13.629,0.024,0,13.655,0.030,0,12.577,,-1,9.486,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.377,0.043,0,0.123,0.055,0,0.500,0.052,0,,,,,,,,,,5
3481,Kepler-87,c,Kepler-87 c,Transit,0,2,191.23180000,0.00150000,-0.00150000,0,0.676000,0.037000,-0.040000,0,0.039000,0.012000,-0.012000,0,89.588,0.031,-0.027,0,0.02000,0.00300,-0.00300,0,Mass,0.548,0.026,-0.026,0,0.15200,0.01900,-0.01900,0,0,1,0,1,19h51m40.05s,297.916877,+46d57m54.5s,46.965130,1277.88,28.80,-28.80,0,1277.88,28.80,-28.80,0,14.600,,0,Kepler-band,14.587,,0,5600.00,50.00,-50.00,0,1.10,0.05,-0.05,0,1.82,0.04,-0.04,0,2014-05-14,1,0,0,0,0,0,5.29000e-01,3.240000e-02,-3.240000e-02,,,,,223.2000,18.8000,-18.8000,0,,,,,403,4,-4,0,,,,,0.02000,0.00300,-0.00300,0,,,,,6.40000,0.80000,-0.80000,0,,,,,6.40000,0.80000,-0.80000,0,6.140,0.290,-0.290,0,0.056,0.003,-0.003,0,,,,,,,,,,,,,BJD,0.5790,0.0250,-0.0310,0,,,,,80.700000,2.000000,-1.700000,0,0.03123,0.00041,-0.00042,0, Ofir et al. 2014 ,2013, Ofir et al. 2014 ,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,46,12,http://exoplanet.eu/catalog/kepler-87_c/,http://exoplanets.org/detail/Kepler-87_c,2014-01,,,19.86112513,80.910876,10.108453,320.593184,65.573553,0.78,0.02,-0.02,0,0.78,0.02,-0.02,0,-4.400,0.000,0,-0.900,0.000,0,4.500,0.000,0,-4.400,0.000,0,-0.900,0.000,0,4.500,0.000,0,-9.35,0.14,-0.14,0,,,,,3.96,0.02,-0.02,0,,,,,,,,,-0.170,0.030,-0.030,0,[Fe/H],7.500,0.500,-0.500,,4.3000,0.2000,-0.2000,0,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.389,0.022,0,13.033,0.022,0,12.981,0.024,0,12.913,0.024,0,12.964,0.025,0,12.987,0.473,0,9.489,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.356,0.031,0,0.052,0.033,0,0.408,0.033,0,,,,,,,,,,5
3489,Kepler-877,b,Kepler-877 b,Transit,0,1,18.45847097,0.00004779,-0.00004779,0,,,,,,,,,,,,,,,,,,0.189,0.012,-0.024,0,,,,,0,1,0,1,19h19m26.19s,289.859129,+46d31m21.6s,46.522667,572.00,38.11,-36.45,0,1283.76,621.87,-621.87,0,14.516,,0,Kepler-band,14.523,,0,5261.00,66.39,-67.02,0,0.85,0.04,-0.05,0,0.81,0.05,-0.05,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.120,0.140,-0.270,0,0.019,0.001,-0.002,0,,,,,0.1378210,0.0031130,-0.0031130,0,2454971.164630,0.002230,-0.002230,0,JD,,,,,,,,,,,,,0.02436,0.00036,-0.00268,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,25,11,http://exoplanet.eu/catalog/kepler-877_b/,,,,,19.32394193,77.978490,14.848198,307.456222,67.396796,,,,0,0.78,0.38,-0.38,0,1.000,0.700,0,13.100,0.800,0,13.200,0.800,0,1.000,0.700,0,13.100,0.800,0,13.200,0.800,0,,,,,,,,,4.56,0.03,-0.07,0,,,,,,,,,-0.060,0.157,-0.167,0,[Fe/H],4.570,6.270,-2.870,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.174,0.022,0,12.736,0.020,0,12.653,0.025,0,12.647,0.023,0,12.687,0.023,0,12.652,0.356,0,9.026,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.438,0.030,0,0.083,0.032,0,0.521,0.033,0,,,,,,,,,,5
3497,Kepler-885,b,Kepler-885 b,Transit,0,1,18.11472949,0.00005308,-0.00005308,0,,,,,,,,,,,,,,,,,,0.223,0.036,-0.035,0,,,,,0,1,0,1,19h14m38.77s,288.661559,+49d44m13.9s,49.737206,632.00,100.88,-67.37,0,663.71,9.01,-9.01,0,12.841,,0,Kepler-band,12.788,,0,6187.00,71.23,-58.44,0,1.21,0.07,-0.05,0,1.35,0.21,-0.14,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.500,0.400,-0.390,0,0.023,0.004,-0.004,0,,,,,0.2177870,0.0033710,-0.0033710,0,2454980.492230,0.002550,-0.002550,0,JD,,,,,,,,,,,,,0.01664,0.00014,-0.00191,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,31,12,http://exoplanet.eu/catalog/kepler-885_b/,,,,,19.24410393,80.724625,16.846556,308.686854,70.679885,,,,0,1.51,0.02,-0.02,0,-1.600,0.000,0,-11.700,0.000,0,11.800,0.000,0,-1.600,0.000,0,-11.700,0.000,0,11.800,0.000,0,-25.05,2.83,-2.83,0,,,,,4.26,0.09,-0.11,0,,,,,,,,,0.110,0.083,-0.080,0,[Fe/H],3.160,0.620,-1.100,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,11.833,0.021,0,11.633,0.031,0,11.535,0.021,0,11.536,0.022,0,11.576,0.020,0,11.613,0.128,0,9.537,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.200,0.037,0,0.098,0.037,0,0.298,0.030,0,,,,,,,,,,5
3505,Kepler-892,b,Kepler-892 b,Transit,0,1,13.75210720,0.00003106,-0.00003106,0,,,,,,,,,,,,,,,,,,0.251,0.033,-0.024,0,,,,,0,1,0,1,18h52m31.11s,283.129641,+43d53m17.7s,43.888241,640.00,25.07,-34.99,0,580.03,11.49,-11.49,0,15.587,,0,Kepler-band,15.590,,0,4747.00,47.29,-45.63,0,0.75,0.03,-0.04,0,0.72,0.02,-0.04,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.810,0.370,-0.270,0,0.026,0.003,-0.002,0,,,,,0.1126000,0.0030670,-0.0030670,0,2454976.031240,0.002060,-0.002060,0,JD,,,,,,,,,,,,,0.03574,0.00454,-0.00291,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,31,11,http://exoplanet.eu/catalog/kepler-892_b/,,,,,18.87530940,73.570136,18.245529,293.972212,66.238315,,,,0,1.72,0.03,-0.03,0,-4.100,0.100,0,-28.000,0.100,0,28.300,0.100,0,-4.100,0.100,0,-28.000,0.100,0,28.300,0.100,0,,,,,,,,,4.61,0.02,-0.03,0,,,,,,,,,-0.040,0.142,-0.163,0,[Fe/H],5.010,5.800,-3.030,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.968,0.025,0,13.378,0.022,0,13.335,0.044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,0.590,0.033,0,0.043,0.049,0,0.633,0.051,0,,,,,,,,,,5
3513,Kepler-9,b,Kepler-9 b,Transit,0,3,19.23891000,0.00006000,-0.00006000,0,0.143000,0.007000,-0.006000,0,0.060900,0.001000,-0.001300,0,88.982,0.007,-0.005,0,0.13655,0.00503,-0.00629,0,Mass,0.740,0.048,-0.038,0,0.42000,0.06000,-0.09000,0,1,1,0,1,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,614.00,13.00,-13.00,0,639.82,6.94,-6.94,0,13.803,,0,Kepler-band,13.781,,0,5774.00,60.00,-60.00,0,1.02,0.03,-0.04,0,0.96,0.02,-0.02,0,2019-07-11,1,1,0,0,0,0,2.33000e-01,1.170000e-02,-1.170000e-02,,,,0,357.0000,0.5000,-0.4000,0,,,,0,,,,0,,,,0,0.13655,0.00503,-0.00629,0,,,,0,43.40000,1.60000,-2.00000,0,,,,0,43.40000,1.60000,-2.00000,0,8.290,0.540,-0.430,0,0.076,0.005,-0.004,0,,,,0,0.1767917,0.0054167,-0.0025000,0,2454977.512000,0.065000,-0.065000,0,BJD-TDB,0.5900,0.0600,-0.0500,0,,,,0,31.300000,1.100000,-1.500000,0,0.07760,0.00190,-0.00150,0,Borsato et al. 2019,2010, Holman et al. 2010 ,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,80,17,http://exoplanet.eu/catalog/kepler-9_b/,http://exoplanets.org/detail/Kepler-9_b,2010-10,,,19.03826541,68.980134,14.489872,295.279241,60.480645,,,,,1.56,0.02,-0.02,0,5.600,,0,-12.500,,0,13.700,,0,2.500,0.000,0,-14.700,0.000,0,14.900,0.000,0,,,,,,,,,4.49,0.02,-0.03,0,-0.038,0.026,-0.027,0,1.6400,0.1100,-0.1300,0,0.050,0.070,-0.070,0,[Fe/H],2.000,2.000,-1.300,0,1.9000,0.5000,-0.5000,0,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.710,0.021,0,12.391,0.021,0,12.337,0.021,0,12.124,0.023,0,12.202,0.022,0,12.585,0.406,0,8.956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.319,0.030,0,0.054,0.030,0,0.373,0.030,0,,,,,,,,,,5
3521,Kepler-903,c,Kepler-903 c,Transit,0,2,62.92285570,0.00073530,-0.00073530,0,,,,,,,,,,,,,,,,,,0.226,0.036,-0.040,0,,,,,0,1,0,1,19h15m05.04s,288.771018,+40d39m51.0s,40.664176,829.00,142.58,-71.62,0,1425.27,39.80,-39.80,0,14.659,,0,Kepler-band,14.615,,0,5682.00,77.93,-110.73,0,0.98,0.05,-0.05,0,0.97,0.17,-0.08,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.530,0.400,-0.450,0,0.023,0.004,-0.004,0,,,,,0.4707500,0.0172100,-0.0172100,0,2454984.680770,0.008140,-0.008140,0,JD,,,,,,,,,,,,,0.02396,0.00041,-0.00378,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,31,12,http://exoplanet.eu/catalog/kepler-903_c/,,,,,19.25140117,72.140977,13.155927,301.409577,62.071872,,,,0,0.70,0.02,-0.02,0,-2.500,,0,-2.000,,0,3.200,,0,-1.000,0.000,0,-5.300,0.000,0,5.400,0.000,0,,,,,,,,,4.46,0.06,-0.14,0,,,,,,,,,0.050,0.144,-0.156,0,[Fe/H],4.790,4.000,-3.000,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.385,0.022,0,13.065,0.025,0,12.993,0.029,0,12.937,0.024,0,12.987,0.026,0,12.729,,-1,9.353,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.320,0.033,0,0.072,0.038,0,0.392,0.036,0,,,,,,,,,,5
3529,Kepler-910,b,Kepler-910 b,Transit,0,1,2.36436901,0.00000883,-0.00000883,0,,,,,,,,,,,,,,,,,,0.073,0.004,-0.003,0,,,,,0,1,0,1,19h44m11.37s,296.047358,+42d44m34.8s,42.743006,402.00,10.73,-11.54,0,404.88,4.97,-4.97,0,11.600,,0,Kepler-band,11.529,,0,6230.00,78.42,-71.69,0,1.26,0.03,-0.03,0,1.50,0.03,-0.03,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820,0.040,-0.030,0,0.008,0.000,0.000,0,,,,,0.1368830,0.0038920,-0.0038920,0,2454965.250060,0.003110,-0.003110,0,JD,,,,,,,,,,,,,0.00492,0.00018,-0.00011,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-910_b/,,,,,19.73649053,76.511903,9.228056,313.876392,62.271677,,,,0,2.47,0.03,-0.03,0,-12.000,,0,-12.700,,0,17.500,,0,-11.600,0.000,0,-11.300,0.100,0,16.200,0.100,0,-1.66,1.30,-1.30,0,,,,,4.19,0.01,-0.01,0,,,,,,,,,0.120,0.084,-0.080,0,[Fe/H],3.390,0.400,-0.400,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,10.626,0.024,0,10.383,0.018,0,10.329,0.017,0,10.288,0.023,0,10.335,0.020,0,10.250,0.053,0,9.303,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.243,0.030,0,0.054,0.025,0,0.297,0.029,0,,,,,,,,,,5
3537,Kepler-918,b,Kepler-918 b,Transit,0,1,4.85386933,0.00003676,-0.00003676,0,,,,,,,,,,,,,,,,,,0.155,0.036,-0.019,0,,,,,0,1,0,1,19h52m48.17s,298.200719,+48d16m04.2s,48.267838,1245.00,284.43,-141.11,0,1055.16,33.06,-33.06,0,14.971,,0,Kepler-band,14.955,,0,6028.00,134.42,-163.81,0,1.11,0.10,-0.07,0,1.14,0.26,-0.12,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.740,0.400,-0.210,0,0.016,0.004,-0.002,0,,,,,0.1166200,0.0069200,-0.0069200,0,2454968.094370,0.005970,-0.005970,0,JD,,,,,,,,,,,,,0.01358,0.00058,-0.00072,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,26,10,http://exoplanet.eu/catalog/kepler-918_b/,,,,,19.88004793,82.161824,10.576673,322.498918,66.640408,,,,0,0.95,0.03,-0.03,0,1.000,0.100,0,-5.500,0.000,0,5.600,0.000,0,1.000,0.100,0,-5.500,0.000,0,5.600,0.000,0,,,,,,,,,4.37,0.08,-0.16,0,,,,,,,,,0.060,0.137,-0.129,0,[Fe/H],3.240,1.820,-1.550,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,13.765,0.027,0,13.422,0.025,0,13.555,0.051,0,13.378,0.025,0,13.408,0.027,0,12.725,,-1,9.378,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.343,0.037,0,-0.133,0.057,0,0.210,0.058,0,,,,,,,,,,5
3545,Kepler-922,b,Kepler-922 b,Transit,0,1,0.93846683,0.00000095,-0.00000095,0,,,,,,,,,,,,,,,,,,0.127,0.016,-0.010,0,,,,,0,1,0,1,18h58m55.55s,284.731462,+49d31m59.5s,49.533195,558.00,68.30,-45.13,0,544.76,3.95,-3.95,0,13.757,,0,Kepler-band,13.745,,0,5671.00,64.06,-65.37,0,0.95,0.05,-0.05,0,0.93,0.11,-0.07,0,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.420,0.180,-0.110,0,0.013,0.002,-0.001,0,,,,,0.0529600,0.0011600,-0.0011600,0,2454968.601201,0.000827,-0.000827,0,JD,,,,,,,,,,,,,0.01369,0.00032,-0.00028,0,Morton et al. 2016,2016,Morton et al. 2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,28,11,http://exoplanet.eu/catalog/kepler-922_b/,,,,,18.98209747,79.565827,19.149696,301.130139,71.383779,,,,0,1.84,0.01,-0.01,0,19.000,0.000,0,-7.400,0.000,0,20.400,0.000,0,19.000,0.000,0,-7.400,0.000,0,20.400,0.000,0,,,,,,,,,4.48,0.06,-0.11,0,,,,,,,,,-0.050,0.152,-0.179,0,[Fe/H],4.370,4.220,-2.570,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,12.613,0.024,0,12.260,0.016,0,12.188,0.024,0,12.172,0.023,0,12.217,0.022,0,12.026,0.179,0,8.922,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,0.353,0.029,0,0.072,0.029,0,0.425,0.034,0,,,,,,,,,,5
